time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1742264485.05669188,0.02452810,14127,0.00323518,0.00000000,0,0.00000000,119061,119297,738,0.00317229
1742264485.15635204,0.03114059,14116,0.00475047,0.00000000,0,0.00000000,119297,119762,1007,0.00364006
1742264485.25632405,0.02744487,14160,0.00552250,0.00000000,0,0.00000000,119762,120203,1030,0.00283659
1742264485.35700798,0.02574000,14159,0.00445483,0.00000000,0,0.00000000,120203,120464,970,0.00280008
1742264485.45590401,0.02694961,14117,0.00358927,0.00000000,0,0.00000000,120464,120803,801,0.00310028
1742264485.55665207,0.02937107,14122,0.00406242,0.00000000,0,0.00000000,120803,121221,956,0.00292200
1742264485.65635705,0.02749062,14139,0.00402136,0.00000000,0,0.00000000,121221,121640,934,0.00280372
1742264485.75615001,0.02848269,14113,0.00286967,0.00000000,0,0.00000000,121640,121933,759,0.00306940
1742264485.85609603,0.02524212,14113,0.00201250,0.00000000,0,0.00000000,121933,122053,432,0.00293660
1742264485.95673299,0.02660028,13983,0.00357663,0.00000000,0,0.00000000,122053,122443,808,0.00307275
1742264486.05649090,0.02343244,14048,0.00292091,0.00000000,0,0.00000000,122443,122683,702,0.00287615
1742264486.15640712,0.02354131,14048,0.00201880,0.00000000,0,0.00000000,122683,122717,352,0.00281713
1742264486.25611997,0.02335654,14050,0.00220644,0.00000000,0,0.00000000,122717,123053,699,0.00285682
1742264486.35705304,0.02135564,14050,0.00146693,0.00000000,0,0.00000000,123053,123107,330,0.00254569
1742264486.45698309,0.02315473,14067,0.00267373,0.00000000,0,0.00000000,123107,123356,646,0.00253442
1742264486.55612612,0.02175565,14098,0.00235600,0.00000000,0,0.00000000,123356,123528,598,0.00252830
1742264486.65615797,0.02148204,14096,0.00301535,0.00000000,0,0.00000000,123528,123756,677,0.00284395
1742264486.75681806,0.02359349,14077,0.00274542,0.00000000,0,0.00000000,123756,123792,527,0.00255922
1742264486.85662699,0.02478264,14029,0.00284036,0.00000000,0,0.00000000,123792,123947,530,0.00248713
1742264486.95620799,0.02264852,14067,0.00206574,0.00000000,0,0.00000000,123947,124111,517,0.00264636
1742264487.05610800,0.02119109,14074,0.00177975,0.00000000,0,0.00000000,124111,124287,471,0.00248135
1742264487.15684509,0.02600749,14040,0.00201586,0.00000000,0,0.00000000,124287,124487,520,0.00256701
1742264487.25634789,0.02782717,14028,0.00284128,0.00000000,0,0.00000000,124487,124705,678,0.00249920
1742264487.35622001,0.02510352,14028,0.00157796,0.00000000,0,0.00000000,124705,124742,379,0.00255848
1742264487.45640993,0.02983303,14003,0.00403501,0.00000000,0,0.00000000,124742,124936,733,0.00255516
1742264487.55604506,0.02827451,14009,0.00272129,0.00000000,0,0.00000000,124936,125035,643,0.00252594
1742264487.65599799,0.02584448,14009,0.00232225,0.00000000,0,0.00000000,125035,125068,302,0.00287441
1742264487.75591803,0.02886225,14019,0.00528095,0.00000000,0,0.00000000,125068,125447,916,0.00250801
1742264487.85668492,0.02131445,14025,0.00241979,0.00000000,0,0.00000000,125447,125650,613,0.00255129
1742264487.95634794,0.02266189,14019,0.00250103,0.00000000,0,0.00000000,125650,125889,596,0.00247564
1742264488.05694103,0.02319072,14031,0.00317002,0.00000000,0,0.00000000,125889,126023,536,0.00267693
1742264488.15663004,0.02140768,14016,0.00224709,0.00000000,0,0.00000000,126023,126088,528,0.00326671
1742264488.25605392,0.02169274,14041,0.00244686,0.00000000,0,0.00000000,126088,126331,651,0.00286168
1742264488.35629010,0.02106050,14005,0.00194817,0.00000000,0,0.00000000,126331,126453,476,0.00255785
1742264488.45640111,0.02087954,14019,0.00188066,0.00000000,0,0.00000000,126453,126607,469,0.00273775
1742264488.55613708,0.02658367,14013,0.00244848,0.00000000,0,0.00000000,126607,126777,499,0.00272312
1742264488.65604305,0.02134430,13993,0.00212334,0.00000000,0,0.00000000,126777,126925,525,0.00275281
1742264488.75675201,0.02459787,13966,0.00292005,0.00000000,0,0.00000000,126925,127076,543,0.00249388
1742264488.85643005,0.02721594,13993,0.00263370,0.00000000,0,0.00000000,127076,127060,505,0.00251042
1742264488.95650792,0.02303888,14036,0.00247835,0.00000000,0,0.00000000,127060,127264,637,0.00249050
1742264489.05656290,0.02544216,13998,0.00294494,0.00000000,0,0.00000000,127264,127349,623,0.00250181
1742264489.15642309,0.02478113,14059,0.00296010,0.00000000,0,0.00000000,127349,127674,832,0.00297918
1742264489.25617099,0.02887709,14061,0.00374324,0.00000000,0,0.00000000,127674,128062,807,0.00247161
1742264489.35624695,0.02354515,14061,0.00226851,0.00000000,0,0.00000000,128062,128121,400,0.00283188
1742264489.45586991,0.02950564,14036,0.00420268,0.00000000,0,0.00000000,128121,128330,812,0.00268607
1742264489.55669093,0.02494590,14006,0.00224974,0.00000000,0,0.00000000,128330,128517,552,0.00310129
1742264489.65688896,0.02744067,14038,0.00241289,0.00000000,0,0.00000000,128517,128698,617,0.00277346
1742264489.75604701,0.02802092,14009,0.00354561,0.00000000,0,0.00000000,128698,128928,710,0.00276950
1742264489.85605407,0.02635667,13985,0.00387562,0.00000000,0,0.00000000,128928,129247,700,0.00289122
1742264489.95610809,0.02592002,14000,0.00278824,0.00000000,0,0.00000000,129247,129365,531,0.00283145
1742264490.05595303,0.02568039,13990,0.00242884,0.00000000,0,0.00000000,129365,129494,507,0.00277470
1742264490.15582991,0.02762288,13977,0.00293955,0.00000000,0,0.00000000,129494,129663,592,0.00286639
1742264490.25583792,0.02362762,14008,0.00204484,0.00000000,0,0.00000000,129663,129869,549,0.00289191
1742264490.35595393,0.02644599,13977,0.00305305,0.00000000,0,0.00000000,129869,130089,788,0.00280811
1742264490.45586991,0.03139477,14006,0.00343660,0.00000000,0,0.00000000,130089,130297,702,0.00276274
1742264490.55661511,0.03027446,14023,0.00263366,0.00000000,0,0.00000000,130297,130521,611,0.00382578
1742264490.65628195,0.02625417,14027,0.00215354,0.00000000,0,0.00000000,130521,130606,471,0.00276083
1742264490.75604010,0.03304979,14012,0.00393540,0.00000000,0,0.00000000,130606,130779,613,0.00367212
1742264490.85609794,0.02791902,14010,0.00369500,0.00000000,0,0.00000000,130779,131016,635,0.00282082
1742264490.95631790,0.02570552,13995,0.00236701,0.00000000,0,0.00000000,131016,131140,550,0.00299960
1742264491.05597901,0.02540536,13931,0.00235298,0.00000000,0,0.00000000,131140,131330,584,0.00281402
1742264491.15575290,0.02604200,13954,0.00274957,0.00000000,0,0.00000000,131330,131436,623,0.00293216
1742264491.25602102,0.03051286,13983,0.00288775,0.00000000,0,0.00000000,131436,131521,537,0.00283664
1742264491.35622501,0.02611832,13973,0.00251190,0.00000000,0,0.00000000,131521,131677,623,0.00287078
1742264491.45593691,0.02515274,13984,0.00253594,0.00000000,0,0.00000000,131677,131860,537,0.00282998
1742264491.55703211,0.03350162,13931,0.00383007,0.00000000,0,0.00000000,131860,132078,668,0.00290746
1742264491.65632391,0.03221244,13919,0.00292637,0.00000000,0,0.00000000,132078,132223,601,0.00282587
1742264491.75628901,0.02824805,13916,0.00302836,0.00000000,0,0.00000000,132223,132350,589,0.00289349
1742264491.85615301,0.02743862,13949,0.00248866,0.00000000,0,0.00000000,132350,132429,547,0.00425515
1742264491.95596004,0.02811809,13938,0.00378251,0.00000000,0,0.00000000,132429,132576,666,0.00282037
1742264492.05580401,0.03185363,13877,0.00276730,0.00000000,0,0.00000000,132576,132714,542,0.00286510
1742264492.15669394,0.02570434,13893,0.00271344,0.00000000,0,0.00000000,132714,132892,548,0.00285331
1742264492.25605297,0.03173759,13889,0.00236746,0.00000000,0,0.00000000,132892,132951,511,0.00294609
1742264492.35619712,0.02411700,13865,0.00192312,0.00000000,0,0.00000000,132951,133080,509,0.00283475
1742264492.45603991,0.02338833,13844,0.00214799,0.00000000,0,0.00000000,133080,133244,567,0.00286634
1742264492.55615401,0.03052908,13869,0.00274899,0.00000000,0,0.00000000,133244,133366,548,0.00298250
1742264492.65694499,0.02873108,13856,0.00306721,0.00000000,0,0.00000000,133366,133540,624,0.00281084
1742264492.75691700,0.02102178,13856,0.00154823,0.00000000,0,0.00000000,133540,133516,298,0.00289998
1742264492.85661292,0.02937344,13806,0.00290101,0.00000000,0,0.00000000,133516,133748,719,0.00306535
1742264492.95682693,0.02601516,13777,0.00281589,0.00000000,0,0.00000000,133748,134035,733,0.00281390
1742264493.05657101,0.02174933,13746,0.00219990,0.00000000,0,0.00000000,134035,134244,602,0.00281261
1742264493.15649796,0.02848670,13725,0.00218141,0.00000000,0,0.00000000,134244,134460,558,0.00281136
1742264493.25637698,0.02582241,13709,0.00241626,0.00000000,0,0.00000000,134460,134635,513,0.00284030
1742264493.35624003,0.03300225,13722,0.00345029,0.00000000,0,0.00000000,134635,134780,688,0.00282576
1742264493.45617700,0.02158381,13722,0.00154553,0.00000000,0,0.00000000,134780,134849,354,0.00279063
1742264493.55613708,0.02739164,13683,0.00294736,0.00000000,0,0.00000000,134849,135013,672,0.00286995
1742264493.65642810,0.02596139,13689,0.00221924,0.00000000,0,0.00000000,135013,135238,616,0.00306848
1742264493.75614691,0.03063942,13633,0.00314287,0.00000000,0,0.00000000,135238,135485,701,0.00290155
1742264493.85597801,0.03166548,13636,0.00295360,0.00000000,0,0.00000000,135485,135726,613,0.00280572
1742264493.95599008,0.02205290,13636,0.00155136,0.00000000,0,0.00000000,135726,135775,296,0.00298718
1742264494.05671692,0.03652321,13669,0.00463351,0.00000000,0,0.00000000,135775,135942,906,0.00292338
1742264494.15653896,0.02124288,13669,0.00159656,0.00000000,0,0.00000000,135942,136079,391,0.00283086
1742264494.25611305,0.03017394,13622,0.00400267,0.00000000,0,0.00000000,136079,136390,919,0.00276447
1742264494.35597301,0.02941563,13650,0.00340543,0.00000000,0,0.00000000,136390,136646,779,0.00317664
1742264494.45646811,0.02851372,13552,0.00325612,0.00000000,0,0.00000000,136646,136922,802,0.00301747
1742264494.55660510,0.02574275,13552,0.00190299,0.00000000,0,0.00000000,136922,137050,381,0.00290677
1742264494.65645790,0.02813617,13561,0.00389256,0.00000000,0,0.00000000,137050,137320,901,0.00343467
1742264494.75628304,0.03213639,13584,0.00405942,0.00000000,0,0.00000000,137320,137682,801,0.00292678
1742264494.85615706,0.02539494,13515,0.00244744,0.00000000,0,0.00000000,137232,137574,639,0.00282931
1742264494.95675206,0.02845649,13515,0.00252220,0.00000000,0,0.00000000,137574,137616,291,0.00295902
1742264495.05641198,0.03188541,13508,0.00358974,0.00000000,0,0.00000000,137616,138042,998,0.00395721
1742264495.15603805,0.03122122,13490,0.00321648,0.00000000,0,0.00000000,138042,138347,772,0.00296797
1742264495.25665212,0.03051834,13516,0.00262371,0.00000000,0,0.00000000,138347,138691,651,0.00308850
1742264495.35618591,0.02653963,13516,0.00231479,0.00000000,0,0.00000000,138691,138735,304,0.00248376
1742264495.45710397,0.02756006,13523,0.00345214,0.00000000,0,0.00000000,138735,139053,902,0.00311235
1742264495.55596209,0.02409042,13523,0.00225417,0.00000000,0,0.00000000,139053,139167,395,0.00253204
1742264495.65687704,0.02914798,13512,0.00320411,0.00000000,0,0.00000000,139167,139351,861,0.00289911
1742264495.75654197,0.02686710,13464,0.00365120,0.00000000,0,0.00000000,139351,139630,794,0.00283652
1742264495.85620809,0.02580355,13481,0.00274762,0.00000000,0,0.00000000,139630,139805,694,0.00294173
1742264495.95622301,0.02635447,13368,0.00307088,0.00000000,0,0.00000000,139805,140067,792,0.00299165
1742264496.05697203,0.03183577,13455,0.00490916,0.00000000,0,0.00000000,140067,140667,1321,0.00288462
1742264496.15668511,0.02528331,13455,0.00295855,0.00000000,0,0.00000000,140667,140836,624,0.00291891
1742264496.25628400,0.02979735,13511,0.00497487,0.00000000,0,0.00000000,140836,141440,1417,0.00285242
1742264496.35621309,0.02887353,13521,0.00385921,0.00000000,0,0.00000000,141440,141949,1064,0.00345986
1742264496.45681405,0.02801589,13521,0.00402767,0.00000000,0,0.00000000,141949,142077,508,0.00283087
1742264496.55681705,0.02929851,13468,0.00403950,0.00000000,0,0.00000000,142077,142407,1016,0.00368860
1742264496.65649295,0.02770381,13455,0.00334442,0.00000000,0,0.00000000,142407,142745,794,0.00289683
1742264496.75626302,0.03047993,13454,0.00325039,0.00000000,0,0.00000000,142745,143033,747,0.00280621
1742264496.85653210,0.02284360,13454,0.00193255,0.00000000,0,0.00000000,143033,143095,365,0.00280587
1742264496.95654011,0.03285859,13430,0.00316713,0.00000000,0,0.00000000,143095,143343,783,0.00282544
1742264497.05636311,0.03078976,13441,0.00279775,0.00000000,0,0.00000000,143343,143648,763,0.00289047
1742264497.15614700,0.02812192,13453,0.00284390,0.00000000,0,0.00000000,143648,143906,709,0.00294530
1742264497.25598788,0.02705242,13453,0.00166885,0.00000000,0,0.00000000,143906,143946,346,0.00288147
1742264497.35682297,0.03199596,13464,0.00276726,0.00000000,0,0.00000000,143946,144236,729,0.00287743
1742264497.45683599,0.03152018,13426,0.00448173,0.00000000,0,0.00000000,144236,144377,731,0.00333121
1742264497.55650496,0.03167044,13379,0.00312153,0.00000000,0,0.00000000,144377,144646,695,0.00282151
1742264497.65628409,0.02987722,13416,0.00349251,0.00000000,0,0.00000000,144646,144869,715,0.00281216
1742264497.75604391,0.02364980,13416,0.00135361,0.00000000,0,0.00000000,144869,144949,311,0.00255859
1742264497.85698795,0.02965285,13459,0.00364221,0.00000000,0,0.00000000,144949,145067,764,0.00287006
1742264497.95658898,0.02731980,13496,0.00284433,0.00000000,0,0.00000000,145067,145236,725,0.00304144
1742264498.05629802,0.02819074,13496,0.00239918,0.00000000,0,0.00000000,145236,145294,358,0.00285751
1742264498.15627408,0.02836855,13470,0.00301082,0.00000000,0,0.00000000,145294,145584,735,0.00314799
1742264498.25623202,0.02817179,13477,0.00234673,0.00000000,0,0.00000000,145584,145798,591,0.00288183
1742264498.35661411,0.03135922,13443,0.00257568,0.00000000,0,0.00000000,145798,145964,568,0.00314348
1742264498.45643091,0.02632139,13484,0.00256105,0.00000000,0,0.00000000,145964,146153,607,0.00287509
1742264498.55679488,0.02738430,13442,0.00231159,0.00000000,0,0.00000000,146153,146395,601,0.00291628
1742264498.65637302,0.02808253,13442,0.00149419,0.00000000,0,0.00000000,146395,146418,257,0.00304017
1742264498.75617695,0.02848451,13510,0.00336556,0.00000000,0,0.00000000,146418,146646,824,0.00296974
1742264498.85690594,0.02840881,13510,0.00213881,0.00000000,0,0.00000000,146646,146667,447,0.00258734
1742264498.95684099,0.03611811,13505,0.00933885,0.00000000,0,0.00000000,146667,147228,880,0.00274173
1742264499.05694509,0.03556459,13505,0.00316995,0.00000000,0,0.00000000,147228,147538,435,0.00277427
1742264499.15653110,0.03550317,13500,0.00333636,0.00000000,0,0.00000000,144944,145294,908,0.00398777
1742264499.25630593,0.02936136,13465,0.00313464,0.00000000,0,0.00000000,145294,145928,1019,0.00276600
1742264499.35643101,0.02906113,13500,0.00462110,0.00000000,0,0.00000000,145928,146508,1002,0.00314293
1742264499.45622206,0.02807080,13509,0.00377689,0.00000000,0,0.00000000,146508,146970,942,0.00281763
1742264499.55615497,0.02959743,13517,0.00520719,0.00000000,0,0.00000000,146970,147640,1186,0.00324211
1742264499.65644503,0.02949786,13602,0.00438369,0.00000000,0,0.00000000,147640,148203,1131,0.00282976
1742264499.75638008,0.03625073,13596,0.00582393,0.00000000,0,0.00000000,148203,148773,1110,0.00274547
1742264499.85652304,0.03710828,13607,0.00663251,0.00000000,0,0.00000000,148773,149476,1310,0.00279058
1742264499.95677209,0.02976844,13617,0.00445076,0.00000000,0,0.00000000,149476,150044,1110,0.00277508
1742264500.05695891,0.03053223,13649,0.00570455,0.00000000,0,0.00000000,150044,150573,1111,0.00298163
1742264500.15701294,0.03611673,13594,0.00494621,0.00000000,0,0.00000000,150573,150839,841,0.00269273
1742264500.25711894,0.03000138,13577,0.00474796,0.00000000,0,0.00000000,150839,151346,1088,0.00285799
1742264500.35656309,0.03147465,13562,0.00602755,0.00000000,0,0.00000000,151346,152156,1461,0.00284155
1742264500.45631099,0.03481873,13602,0.00554010,0.00000000,0,0.00000000,152156,152739,1224,0.00274301
1742264500.55632997,0.02960153,13602,0.00436993,0.00000000,0,0.00000000,152739,152901,577,0.00297686
1742264500.65654302,0.03265057,13629,0.00480388,0.00000000,0,0.00000000,152901,153475,1105,0.00319809
1742264500.75567698,0.03135363,13660,0.00498683,0.00000000,0,0.00000000,153475,153860,863,0.00280973
1742264500.85663700,0.02973730,13617,0.00397800,0.00000000,0,0.00000000,153860,154386,961,0.00278385
1742264500.95638704,0.03149398,13620,0.00498238,0.00000000,0,0.00000000,154386,155044,1257,0.00436054
1742264501.05610299,0.03385882,13652,0.00547625,0.00000000,0,0.00000000,155044,155983,1538,0.00268443
1742264501.15600300,0.04173326,13646,0.00776947,0.00000000,0,0.00000000,155983,156643,1337,0.00282269
1742264501.25646496,0.03629188,13646,0.00423959,0.00000000,0,0.00000000,156643,156801,614,0.00273317
1742264501.35652590,0.04081516,13675,0.00699414,0.00000000,0,0.00000000,156801,157429,1425,0.00256543
1742264501.45668411,0.03839740,13635,0.00577386,0.00000000,0,0.00000000,157429,157824,1123,0.00281182
1742264501.55657291,0.02856972,13635,0.00296568,0.00000000,0,0.00000000,157824,157977,518,0.00309401
1742264501.65603399,0.03479165,13721,0.00522366,0.00000000,0,0.00000000,157977,158591,1143,0.00276913
1742264501.75619197,0.03317845,13625,0.00471927,0.00000000,0,0.00000000,158591,159170,1109,0.00381313
1742264501.85631990,0.03222686,13420,0.00420804,0.00000000,0,0.00000000,159170,159569,911,0.00304830
1742264501.95614696,0.03177536,13556,0.00379685,0.00000000,0,0.00000000,159569,160022,798,0.00327180
1742264502.05683088,0.02687881,13556,0.00224991,0.00000000,0,0.00000000,160022,160128,404,0.00289581
1742264502.15664911,0.03331811,13493,0.00433091,0.00000000,0,0.00000000,160128,160379,843,0.00293606
1742264502.25626302,0.03089533,13506,0.00309703,0.00000000,0,0.00000000,160379,160676,696,0.00280919
1742264502.35640311,0.03156182,13441,0.00394786,0.00000000,0,0.00000000,160676,160872,742,0.00302200
1742264502.45619106,0.03437746,13456,0.00321214,0.00000000,0,0.00000000,160872,161124,708,0.00303533
1742264502.55700111,0.03088599,13536,0.00297725,0.00000000,0,0.00000000,161124,161375,639,0.00285200
1742264502.65695095,0.03234627,13476,0.00265690,0.00000000,0,0.00000000,161375,161562,552,0.00297992
1742264502.75668406,0.02676803,13476,0.00157356,0.00000000,0,0.00000000,161562,161603,269,0.00297232
1742264502.85643697,0.03615107,13507,0.00383707,0.00000000,0,0.00000000,161603,161909,754,0.00277120
1742264502.95610094,0.02750919,13507,0.00204871,0.00000000,0,0.00000000,161909,161919,384,0.00451854
1742264503.05688190,0.03167998,13489,0.00350403,0.00000000,0,0.00000000,161919,162217,834,0.00272901
1742264503.15656805,0.03166212,13491,0.00318794,0.00000000,0,0.00000000,162217,162493,701,0.00278118
1742264503.25631189,0.03130583,13447,0.00333011,0.00000000,0,0.00000000,162493,162761,710,0.00305560
1742264503.35608602,0.03428905,13473,0.00440585,0.00000000,0,0.00000000,162761,163132,856,0.00281867
1742264503.45677710,0.03379875,13451,0.00446796,0.00000000,0,0.00000000,163132,163542,896,0.00305799
1742264503.55664802,0.02757240,13451,0.00229990,0.00000000,0,0.00000000,163542,163626,403,0.00274632
1742264503.65711904,0.03218967,13508,0.00390815,0.00000000,0,0.00000000,163626,163873,829,0.00318917
1742264503.75694108,0.03279116,13457,0.00419758,0.00000000,0,0.00000000,163873,164265,1004,0.00298515
1742264503.85683990,0.03481765,13450,0.00438699,0.00000000,0,0.00000000,164265,164636,976,0.00302077
1742264503.95680404,0.02859909,13450,0.00283003,0.00000000,0,0.00000000,164636,164730,459,0.00293826
1742264504.05679798,0.03355704,13516,0.00468206,0.00000000,0,0.00000000,164730,165217,1110,0.00276923
1742264504.15681100,0.03873312,13524,0.00411090,0.00000000,0,0.00000000,165217,165518,875,0.00293512
1742264504.25650406,0.03098509,13472,0.00442674,0.00000000,0,0.00000000,165518,165787,773,0.00274583
1742264504.35646391,0.03798888,13471,0.00385698,0.00000000,0,0.00000000,165787,166144,755,0.00297089
1742264504.45626402,0.03989591,13440,0.00486178,0.00000000,0,0.00000000,166144,166525,902,0.00267524
1742264504.55611396,0.03361857,13440,0.00265460,0.00000000,0,0.00000000,166525,166605,425,0.00302587
1742264504.65593910,0.03303454,13493,0.00354268,0.00000000,0,0.00000000,166357,166702,801,0.00278598
1742264504.75668097,0.03791653,13516,0.00408367,0.00000000,0,0.00000000,166702,166925,727,0.00308447
1742264504.85615802,0.03179116,13519,0.00283608,0.00000000,0,0.00000000,166925,167214,621,0.00284248
1742264504.95686293,0.03231353,13550,0.00299637,0.00000000,0,0.00000000,167214,167389,573,0.00334959
1742264505.05655098,0.02717072,13550,0.00145752,0.00000000,0,0.00000000,167389,167429,243,0.00335707
1742264505.15675712,0.03311655,13483,0.00426961,0.00000000,0,0.00000000,167429,167470,743,0.00285767
1742264505.25574803,0.03829530,13524,0.00377123,0.00000000,0,0.00000000,167470,167709,663,0.00297860
1742264505.35665393,0.04137515,13528,0.00459995,0.00000000,0,0.00000000,167709,167903,737,0.00291941
1742264505.45677495,0.04011779,13505,0.00461731,0.00000000,0,0.00000000,167903,168208,798,0.00278832
1742264505.55643392,0.03540189,13473,0.00411431,0.00000000,0,0.00000000,168208,168519,876,0.00285165
1742264505.65635395,0.04042456,13467,0.00419093,0.00000000,0,0.00000000,168519,168743,838,0.00281109
1742264505.75621510,0.03499369,13467,0.00275041,0.00000000,0,0.00000000,168743,168851,422,0.00278158
1742264505.85624099,0.04014308,13502,0.00457079,0.00000000,0,0.00000000,168851,169219,937,0.00309127
1742264505.95691490,0.03661284,13522,0.00410384,0.00000000,0,0.00000000,169219,169705,994,0.00379531
1742264506.05681491,0.04100875,13454,0.00554286,0.00000000,0,0.00000000,169705,170131,1059,0.00292714
1742264506.15685391,0.03394741,13430,0.00532657,0.00000000,0,0.00000000,170131,170711,1135,0.00278093
1742264506.25634789,0.03499349,13445,0.00545865,0.00000000,0,0.00000000,170711,171055,1025,0.00278946
1742264506.35617399,0.03285920,13436,0.00396744,0.00000000,0,0.00000000,171055,171387,825,0.00280345
1742264506.45612597,0.03793988,13453,0.00418768,0.00000000,0,0.00000000,171387,171783,915,0.00287352
1742264506.55705595,0.03300856,13438,0.00456853,0.00000000,0,0.00000000,171783,172198,992,0.00257280
1742264506.65664291,0.03726472,13441,0.00513648,0.00000000,0,0.00000000,172198,172402,890,0.00300709
1742264506.75660110,0.03379861,13375,0.00387407,0.00000000,0,0.00000000,172402,172685,685,0.00274000
1742264506.85644388,0.03523487,13424,0.00383724,0.00000000,0,0.00000000,172685,172984,735,0.00302375
1742264506.95635104,0.03955657,13442,0.00302653,0.00000000,0,0.00000000,172984,173371,698,0.00300061
1742264507.05611205,0.02850208,13442,0.00204184,0.00000000,0,0.00000000,173371,173481,390,0.00293737
1742264507.15632105,0.03305834,13403,0.00351982,0.00000000,0,0.00000000,173481,173671,692,0.00275847
1742264507.25615191,0.03041919,13386,0.00265671,0.00000000,0,0.00000000,173671,173884,601,0.00277143
1742264507.35690904,0.03279761,13378,0.00377824,0.00000000,0,0.00000000,173884,174054,693,0.00379117
1742264507.45578408,0.02889908,13378,0.00217778,0.00000000,0,0.00000000,174054,174111,334,0.00326284
1742264507.55644107,0.03486823,13346,0.00432193,0.00000000,0,0.00000000,174111,174526,996,0.00335234
1742264507.65614700,0.03619409,13456,0.00634236,0.00000000,0,0.00000000,174526,175071,1340,0.00305458
1742264507.75591803,0.03378791,13358,0.00603808,0.00000000,0,0.00000000,175071,175701,1222,0.00276914
1742264507.85661292,0.03469817,13348,0.00552358,0.00000000,0,0.00000000,175701,176344,1265,0.00278760
1742264507.95650506,0.03506505,13374,0.00529576,0.00000000,0,0.00000000,176344,176875,1108,0.00279857
1742264508.05626607,0.03651418,13424,0.00504854,0.00000000,0,0.00000000,176875,177256,1034,0.00300452
1742264508.15610909,0.03824513,13457,0.00703795,0.00000000,0,0.00000000,177256,177914,1307,0.00278282
1742264508.25667810,0.03641857,13468,0.00613608,0.00000000,0,0.00000000,177914,178279,898,0.00291986
1742264508.35671902,0.03384820,13416,0.00461167,0.00000000,0,0.00000000,177505,177873,889,0.00279409
1742264508.45686293,0.03380442,13415,0.00453633,0.00000000,0,0.00000000,177873,178356,921,0.00296758
1742264508.55677295,0.03283078,13415,0.00264059,0.00000000,0,0.00000000,178356,178461,454,0.00333491
1742264508.65599108,0.03649326,13461,0.00544282,0.00000000,0,0.00000000,178461,179078,1166,0.00277463
1742264508.75609207,0.03916816,13433,0.00538772,0.00000000,0,0.00000000,179078,179400,865,0.00276048
1742264508.85605502,0.03441460,13434,0.00498696,0.00000000,0,0.00000000,179400,179921,1137,0.00298597
1742264508.95686889,0.02947995,13434,0.00326696,0.00000000,0,0.00000000,179921,180035,527,0.00279714
1742264509.05672503,0.03475680,13450,0.00350132,0.00000000,0,0.00000000,180035,180419,778,0.00276918
1742264509.15664601,0.03194085,13436,0.00400868,0.00000000,0,0.00000000,180419,180797,904,0.00339487
1742264509.25676489,0.03638427,13450,0.00379958,0.00000000,0,0.00000000,180797,181091,764,0.00300256
1742264509.35652089,0.03407632,13487,0.00320697,0.00000000,0,0.00000000,181091,181318,677,0.00295700
1742264509.45644093,0.03149609,13466,0.00320521,0.00000000,0,0.00000000,181318,181466,623,0.00279400
1742264509.55616403,0.03549578,13420,0.00385059,0.00000000,0,0.00000000,181466,181738,809,0.00280391
1742264509.65612411,0.02918717,13420,0.00216820,0.00000000,0,0.00000000,181738,181851,397,0.00295546
1742264509.75601006,0.03312970,13473,0.00329383,0.00000000,0,0.00000000,181851,182077,655,0.00279070
1742264509.85604501,0.03262224,13418,0.00371747,0.00000000,0,0.00000000,182077,182321,760,0.00287869
1742264509.95595789,0.03164232,13435,0.00307062,0.00000000,0,0.00000000,182321,182529,667,0.00280446
1742264510.05692291,0.03472949,13453,0.00315479,0.00000000,0,0.00000000,182529,182650,621,0.00274984
1742264510.15604496,0.03846282,13469,0.00419071,0.00000000,0,0.00000000,182650,182695,567,0.00274111
1742264510.25612998,0.03190478,13420,0.00361592,0.00000000,0,0.00000000,182695,182795,700,0.00281702
1742264510.35707903,0.03168212,13486,0.00303333,0.00000000,0,0.00000000,182795,182993,647,0.00276382
1742264510.45705891,0.03724304,13442,0.00407060,0.00000000,0,0.00000000,182993,183261,769,0.00430218
1742264510.55661511,0.02921029,13442,0.00207542,0.00000000,0,0.00000000,183261,183303,360,0.00279569
1742264510.65689611,0.03414247,13470,0.00360238,0.00000000,0,0.00000000,183303,183721,873,0.00278441
1742264510.75603890,0.03140953,13438,0.00334306,0.00000000,0,0.00000000,183721,183892,601,0.00433084
1742264510.85689902,0.03193429,13476,0.00320538,0.00000000,0,0.00000000,183892,184115,707,0.00285696
1742264510.95651007,0.03321218,13429,0.00341155,0.00000000,0,0.00000000,184115,184327,778,0.00298048
1742264511.05656290,0.03485039,13475,0.00334330,0.00000000,0,0.00000000,184327,184519,689,0.00274853
1742264511.15678406,0.03229024,13475,0.00171254,0.00000000,0,0.00000000,184519,184569,335,0.00306635
1742264511.25659609,0.03426237,13469,0.00388247,0.00000000,0,0.00000000,184569,184984,936,0.00333393
1742264511.35613894,0.03335284,13466,0.00453628,0.00000000,0,0.00000000,184984,185383,981,0.00327038
1742264511.45618796,0.03580439,13522,0.00611784,0.00000000,0,0.00000000,185383,185720,931,0.00299291
1742264511.55696011,0.03370150,13500,0.00490526,0.00000000,0,0.00000000,184922,185238,845,0.00295871
1742264511.65694189,0.02854631,13491,0.00385073,0.00000000,0,0.00000000,185238,185575,819,0.00272227
